case_id,step,threshold,count_above_threshold,fraction_above_threshold,notch_connected_count,largest_component_count,largest_component_fraction,x_span,y_span,centroid_x,centroid_y,physical_interpretation_allowed,comment
B,9,0.005,3199,0.5912031047865459,3199,3199,1.0,0.006004036869853735,0.009766224131453782,0.007061815681911262,0.004999371863916608,False,low-background diagnostic threshold only; do not interpret as crack growth
B,9,0.01,3066,0.5666235446313066,3066,3066,1.0,0.005689852871000767,0.009766224131453782,0.007180920691488813,0.005017686001364704,False,low-background diagnostic threshold only; do not interpret as crack growth
B,9,0.02,2821,0.5213454075032341,2821,2821,1.0,0.005394859239459038,0.009766224131453782,0.0073858456214370245,0.0050416677878796605,True,high-threshold region is notch-connected and alpha-He Spearman=0.942
B,9,0.03,919,0.1698392164110146,859,859,0.9347116430903155,0.0052822306752204895,0.00974808755563572,0.006169757232175364,0.0053010692498544065,True,high-threshold region is notch-connected and alpha-He Spearman=0.942
B,9,0.05,192,0.03548327481057106,192,192,1.0,0.001107737421989441,0.0015866020694375038,0.005245023746586715,0.005054801911076841,True,high-threshold region is notch-connected and alpha-He Spearman=0.942
B,9,0.1,68,0.01256699316207725,68,68,1.0,0.0005002073012292385,0.000712013803422451,0.005111733889755081,0.00499428079381366,True,high-threshold region is notch-connected and alpha-He Spearman=0.942
B,9,0.2,10,0.0018480872297172426,10,10,1.0,0.00012098671868443489,0.0001844051294028759,0.005069730803370476,0.005001858249306679,True,high-threshold region is notch-connected and alpha-He Spearman=0.942
B,9,0.5,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
B,10,0.0001,3413,0.630752171502495,3413,3413,1.0,0.007354312110692263,0.009766224131453782,0.006859260753745095,0.004967157062685904,False,low-background diagnostic threshold only; do not interpret as crack growth
B,10,0.001,3360,0.6209573091849935,3360,3360,1.0,0.007083251606673002,0.009766224131453782,0.006910800467552949,0.004972859523201935,False,low-background diagnostic threshold only; do not interpret as crack growth
B,10,0.005,3234,0.5976714100905562,3234,3234,1.0,0.006269220728427172,0.009766224131453782,0.007029295439792171,0.004987429310782221,False,low-background diagnostic threshold only; do not interpret as crack growth
B,10,0.01,3110,0.5747551284420624,3110,3110,1.0,0.005769992247223854,0.009766224131453782,0.0071424808941625804,0.005008590464384581,False,low-background diagnostic threshold only; do not interpret as crack growth
B,10,0.02,2911,0.5379781925706894,2911,2911,1.0,0.005467063747346401,0.009766224131453782,0.007313396848388828,0.005029263397053786,True,high-threshold region is notch-connected and alpha-He Spearman=0.941
B,10,0.03,2730,0.5045278137128072,2730,2730,1.0,0.0053728134371340275,0.009766224131453782,0.007441607977846985,0.005051195880573203,True,high-threshold region is notch-connected and alpha-He Spearman=0.941
B,10,0.05,353,0.06523747920901866,342,342,0.9688385269121813,0.0052038743160665035,0.006245934695471078,0.005599483639191804,0.005011532986436037,True,high-threshold region is notch-connected and alpha-He Spearman=0.941
B,10,0.1,106,0.019589724635002772,106,106,1.0,0.0007106135599315166,0.0009698504582047462,0.00514592243938373,0.004993696007350425,True,high-threshold region is notch-connected and alpha-He Spearman=0.941
B,10,0.2,36,0.006653114026982074,36,36,1.0,0.0003332761116325855,0.0004205144941806793,0.005104260066420668,0.005001163123072022,True,high-threshold region is notch-connected and alpha-He Spearman=0.941
B,10,0.5,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,0,0.0001,81,0.014969506560709665,0,25,0.30864197530864196,0.009781785833183676,0.009744183451402932,0.006756078936935713,0.006338006571128556,False,low-background diagnostic threshold only; do not interpret as crack growth
C,0,0.001,7,0.00129366106080207,0,6,0.8571428571428571,0.009591926645953208,0.0006760176620446146,0.008297768180325096,0.0003190189693538871,False,low-background diagnostic threshold only; do not interpret as crack growth
C,0,0.005,0,0.0,0,0,0.0,,,,,False,low-background diagnostic threshold only; do not interpret as crack growth
C,0,0.01,0,0.0,0,0,0.0,,,,,False,low-background diagnostic threshold only; do not interpret as crack growth
C,0,0.02,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,0,0.03,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,0,0.05,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,0,0.1,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,0,0.2,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,0,0.5,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,1,0.0001,32,0.005913879135095177,0,7,0.21875,0.009799993189517409,0.007001777470577508,0.006546411676026764,0.002298344693144827,False,low-background diagnostic threshold only; do not interpret as crack growth
C,1,0.001,4,0.0007392348918868971,0,2,0.5,0.009591926645953208,0.00017508075688965619,0.007270063550095074,0.00016229184075200465,False,low-background diagnostic threshold only; do not interpret as crack growth
C,1,0.005,0,0.0,0,0,0.0,,,,,False,low-background diagnostic threshold only; do not interpret as crack growth
C,1,0.01,0,0.0,0,0,0.0,,,,,False,low-background diagnostic threshold only; do not interpret as crack growth
C,1,0.02,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,1,0.03,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,1,0.05,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,1,0.1,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,1,0.2,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,1,0.5,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,2,0.0001,38,0.0070227314729255225,0,9,0.23684210526315788,0.009781785833183676,0.007002559781540185,0.005579367972371217,0.0021505889003731824,False,low-background diagnostic threshold only; do not interpret as crack growth
C,2,0.001,2,0.00036961744594344855,0,2,1.0,0.00017543882131576538,0.00017508075688965619,0.009792455472052097,0.00020103385031688958,False,low-background diagnostic threshold only; do not interpret as crack growth
C,2,0.005,0,0.0,0,0,0.0,,,,,False,low-background diagnostic threshold only; do not interpret as crack growth
C,2,0.01,0,0.0,0,0,0.0,,,,,False,low-background diagnostic threshold only; do not interpret as crack growth
C,2,0.02,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,2,0.03,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,2,0.05,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,2,0.1,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,2,0.2,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,2,0.5,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,3,0.0001,36,0.006653114026982074,0,7,0.19444444444444445,0.00976736523443833,0.009735458821523935,0.006774484545328758,0.004534849054834922,False,low-background diagnostic threshold only; do not interpret as crack growth
C,3,0.001,5,0.0009240436148586213,0,4,0.8,0.00976736523443833,0.0006760176620446146,0.00785273954970762,0.0004076969285961241,False,low-background diagnostic threshold only; do not interpret as crack growth
C,3,0.005,0,0.0,0,0,0.0,,,,,False,low-background diagnostic threshold only; do not interpret as crack growth
C,3,0.01,0,0.0,0,0,0.0,,,,,False,low-background diagnostic threshold only; do not interpret as crack growth
C,3,0.02,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,3,0.03,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,3,0.05,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,3,0.1,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,3,0.2,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,3,0.5,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,4,0.0001,64,0.011827758270190353,0,38,0.59375,0.00976736523443833,0.009742399968672544,0.007189658235802199,0.0048401623288327755,False,low-background diagnostic threshold only; do not interpret as crack growth
C,4,0.001,5,0.0009240436148586213,0,4,0.8,0.0011983281001448631,0.0006760176620446146,0.009566546976566314,0.0003757302474696189,False,low-background diagnostic threshold only; do not interpret as crack growth
C,4,0.005,0,0.0,0,0,0.0,,,,,False,low-background diagnostic threshold only; do not interpret as crack growth
C,4,0.01,0,0.0,0,0,0.0,,,,,False,low-background diagnostic threshold only; do not interpret as crack growth
C,4,0.02,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,4,0.03,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,4,0.05,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,4,0.1,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,4,0.2,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,4,0.5,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,5,0.0001,311,0.057475512844206246,0,112,0.36012861736334406,0.009828590380493551,0.009766224131453782,0.0077495295003672665,0.005612221219754887,False,low-background diagnostic threshold only; do not interpret as crack growth
C,5,0.001,96,0.01774163740528553,0,44,0.4583333333333333,0.00976736523443833,0.009742399968672544,0.008369491357370862,0.005894685306278309,False,low-background diagnostic threshold only; do not interpret as crack growth
C,5,0.005,0,0.0,0,0,0.0,,,,,False,low-background diagnostic threshold only; do not interpret as crack growth
C,5,0.01,0,0.0,0,0,0.0,,,,,False,low-background diagnostic threshold only; do not interpret as crack growth
C,5,0.02,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,5,0.03,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,5,0.05,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,5,0.1,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,5,0.2,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,5,0.5,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,6,0.0001,2009,0.37128072445019406,473,1534,0.7635639621702339,0.009862558508757502,0.009766224131453782,0.007357708327557971,0.005540151235900525,False,low-background diagnostic threshold only; do not interpret as crack growth
C,6,0.001,1767,0.3265570134910368,388,1379,0.7804187889077533,0.005760044790804386,0.009766224131453782,0.007452653668004962,0.005617431570879177,False,low-background diagnostic threshold only; do not interpret as crack growth
C,6,0.005,234,0.043245241175383475,157,157,0.6709401709401709,0.0053314995020627975,0.009567319211782888,0.006037817040108081,0.005339370765718313,False,low-background diagnostic threshold only; do not interpret as crack growth
C,6,0.01,62,0.011458140824246904,62,62,1.0,0.0008008526638150215,0.0005008503794670105,0.005066432464387148,0.004864927711746385,False,low-background diagnostic threshold only; do not interpret as crack growth
C,6,0.02,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,6,0.03,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,6,0.05,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,6,0.1,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,6,0.2,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,6,0.5,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,7,0.0001,2906,0.5370541489558307,2905,2905,0.9996558843771507,0.009848907342529856,0.009766224131453782,0.0071560823486357785,0.00514977849752509,False,low-background diagnostic threshold only; do not interpret as crack growth
C,7,0.001,2807,0.51875808538163,2807,2807,1.0,0.005713310092687607,0.009766224131453782,0.007217696793894985,0.005175957291131422,False,low-background diagnostic threshold only; do not interpret as crack growth
C,7,0.005,2447,0.4522269451118093,2447,2447,1.0,0.005560673773288727,0.009766224131453782,0.007380268937087164,0.00521768747517786,False,low-background diagnostic threshold only; do not interpret as crack growth
C,7,0.01,312,0.05766032156717797,271,271,0.8685897435897436,0.002909792121499777,0.004797358997166157,0.005426879399097883,0.0050430540368557935,False,low-background diagnostic threshold only; do not interpret as crack growth
C,7,0.02,24,0.004435409351321382,24,24,1.0,0.0004924782551825047,0.00023494847118854523,0.005092810354350756,0.004860257729887962,True,high-threshold region is notch-connected and alpha-He Spearman=0.821
C,7,0.03,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,7,0.05,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,7,0.1,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,7,0.2,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,7,0.5,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,8,0.0001,3227,0.5963777490297542,3227,3227,1.0,0.006087839836254716,0.009766224131453782,0.007034644953067278,0.0050546482792987076,False,low-background diagnostic threshold only; do not interpret as crack growth
C,8,0.001,3178,0.5873221216041398,3178,3178,1.0,0.005949854850769043,0.009766224131453782,0.007078697454082311,0.005049243637673759,False,low-background diagnostic threshold only; do not interpret as crack growth
C,8,0.005,3036,0.5610792829421549,3036,3036,1.0,0.005783485248684883,0.009766224131453782,0.007204556755619725,0.005031579332931002,False,low-background diagnostic threshold only; do not interpret as crack growth
C,8,0.01,2347,0.43374607281463684,2347,2347,1.0,0.005627796519547701,0.009766224131453782,0.007362618764229897,0.005038950445365233,False,low-background diagnostic threshold only; do not interpret as crack growth
C,8,0.02,223,0.04121234522269451,223,223,1.0,0.001301740761846304,0.001919406931847334,0.005261261991304533,0.005026681513646659,True,high-threshold region is notch-connected and alpha-He Spearman=0.882
C,8,0.03,75,0.01386065422287932,75,75,1.0,0.0006365529261529446,0.0007505379617214203,0.005123556417723497,0.005009030941873788,True,high-threshold region is notch-connected and alpha-He Spearman=0.882
C,8,0.05,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,8,0.1,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,8,0.2,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,8,0.5,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,9,0.0001,3133,0.5790057290704121,3130,3130,0.999042451324609,0.009858009645540733,0.009766224131453782,0.007117740152798383,0.005014644765507333,False,low-background diagnostic threshold only; do not interpret as crack growth
C,9,0.001,3100,0.5729070412123453,3100,3100,1.0,0.005761620122939348,0.009766224131453782,0.00715165285769129,0.005006297291481807,False,low-background diagnostic threshold only; do not interpret as crack growth
C,9,0.005,3018,0.5577527259286639,3018,3018,1.0,0.005684545263648033,0.009766224131453782,0.007224011825733356,0.005004761375084643,False,low-background diagnostic threshold only; do not interpret as crack growth
C,9,0.01,2930,0.5414895583071521,2930,2930,1.0,0.00561570655554533,0.009766224131453782,0.007298804151288428,0.0050040762186967834,False,low-background diagnostic threshold only; do not interpret as crack growth
C,9,0.02,661,0.12215856588430973,643,643,0.972768532526475,0.005433095619082451,0.00974808755563572,0.005839259541239843,0.005346642216881871,True,high-threshold region is notch-connected and alpha-He Spearman=0.889
C,9,0.03,223,0.04121234522269451,223,223,1.0,0.0013758949935436249,0.0016941996291279793,0.005265134399247276,0.005060171205216325,True,high-threshold region is notch-connected and alpha-He Spearman=0.889
C,9,0.05,70,0.0129366106080207,70,70,1.0,0.0006365529261529446,0.0005826298147439957,0.005115215533546039,0.004979063111490437,True,high-threshold region is notch-connected and alpha-He Spearman=0.889
C,9,0.1,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,9,0.2,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,9,0.5,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,10,0.0001,3165,0.5849196082055073,3165,3165,1.0,0.00629998673684895,0.009766224131453782,0.007091918426211247,0.005022632920751157,False,low-background diagnostic threshold only; do not interpret as crack growth
C,10,0.001,3138,0.5799297726852708,3138,3138,1.0,0.00606513163074851,0.009766224131453782,0.007116552666090833,0.005019240869766243,False,low-background diagnostic threshold only; do not interpret as crack growth
C,10,0.005,3071,0.5675475882461652,3071,3071,1.0,0.005883234553039074,0.009766224131453782,0.007176982018870985,0.0050145406785328354,False,low-background diagnostic threshold only; do not interpret as crack growth
C,10,0.01,3002,0.5547957863611163,3002,3002,1.0,0.005730032920837402,0.009766224131453782,0.007237992155273196,0.005003427809827285,False,low-background diagnostic threshold only; do not interpret as crack growth
C,10,0.02,2643,0.4884494548142672,2643,2643,1.0,0.005662534385919571,0.009766224131453782,0.007351194235813006,0.005012408686903142,True,high-threshold region is notch-connected and alpha-He Spearman=0.899
C,10,0.03,479,0.08852337830345593,464,464,0.9686847599164927,0.005382636561989784,0.009735609695781022,0.005524728376231699,0.005292061532155896,True,high-threshold region is notch-connected and alpha-He Spearman=0.899
C,10,0.05,159,0.02938458695250416,159,159,1.0,0.0011456930078566074,0.001275261864066124,0.005211435018236157,0.004995703799708647,True,high-threshold region is notch-connected and alpha-He Spearman=0.899
C,10,0.1,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,10,0.2,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
C,10,0.5,0,0.0,0,0,0.0,,,,,False,no high-threshold alpha region at this step
