seed,step,Delta,reaction_primary_metric,reaction_metric_status,requires_checkpoint,is_energy_conjugate,is_legacy_diagnostic,softening_gate_eligible,checkpoint_available,exact_autograd_computable,energy_virtual_work_agrees_with_exact,energy_virtual_abs_error_N,energy_virtual_rel_error,reaction_N_energy_exact,reaction_N_energy_virtual_work,reaction_N_legacy_top_sigma,reaction_N_bottom_sigma_legacy,reaction_N_internal_cut_above,reaction_N_internal_cut_below,reaction_N_postprocessed_sigma_virtual_work,alpha0p8_through_crack,legacy_metric_status,legacy_softening_gate_eligible
42,23,7.3e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.3642420526593924e-08,9.36463744337906e-07,0.014568017832061742,0.014568031474482268,0.8276058226119603,-1.092216859423307,0.37003753243447673,0.6649253168153023,-53.88110131025314,True,legacy_diagnostic_only,False
42,24,7.5e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.5916157281026244e-08,2.5318820006989443e-06,0.006286295047175372,0.006286279131018091,0.8639850947335509,-1.1211576185986438,0.4278527745390005,0.6854589957009121,-58.80795046687126,True,legacy_diagnostic_only,False
42,25,7.7e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.3642420526593924e-08,1.5762024533275946e-06,0.00865524634718895,0.008655259989609476,0.8564791127942127,-1.1164765619095824,0.44953929257838765,0.6691443572869862,-63.68565559387207,True,legacy_diagnostic_only,False
42,26,8e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.1368683772161603e-08,2.0132153900492077e-06,0.0056470280469511636,0.005647039415634936,0.8340860840073184,-1.1146245773829795,0.46766391303379595,0.6454677330389499,-70.28023153543472,True,legacy_diagnostic_only,False
42,27,8.3e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.0459189070388675e-08,2.185093369039659e-06,0.0047866096792859025,0.004786599220096832,0.8545664643868468,-1.0855645510695036,0.47566388037144564,0.6787414047481939,-76.53973996639252,True,legacy_diagnostic_only,False
42,28,8.6e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,8.185452315956354e-09,1.4302049269129528e-06,0.005723272352042841,0.005723264166590525,0.8552690744047743,-1.062807490087037,0.38643146557788877,0.6386723118436739,-83.77949893474579,True,legacy_diagnostic_only,False
42,29,8.9e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,1.3642420526593924e-08,1.3132293675907598e-06,0.010388452210463583,0.010388438568043057,0.8505739037143487,-1.0623994340408711,0.4563283594839636,0.6312284286268816,-90.17553180456161,True,legacy_diagnostic_only,False
42,30,9.2e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,9.094947017729282e-10,1.5450615660682232e-07,0.005886462531634606,0.005886463441129308,0.8339850671774063,-1.0565945240712824,0.421807816795307,0.603969371245428,-98.80763292312622,True,legacy_diagnostic_only,False
42,31,9.5e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,8.185452315956354e-09,1.2863881693452841e-06,0.006363127795339096,0.006363135980791412,0.8968523637660407,-1.0874550069596358,0.444605092690234,0.5573349350634977,-103.23268920183182,True,legacy_diagnostic_only,False
42,32,9.8e-05,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,6.821210263296962e-09,1.3527035674580643e-06,0.0050426497182343155,0.005042642897024052,0.9163707668152237,-1.0610653465962887,0.4788740722078545,0.5650662493264554,-109.94958877563477,True,legacy_diagnostic_only,False
42,33,0.0001,reaction_N_energy_exact,energy_exact_primary,True,True,False,True,True,True,True,9.094947017729282e-10,1.0979523956388013e-07,0.008283553142973687,0.008283552233478986,0.866391686779654,-1.0249873177533961,0.4718426595532392,0.5979361612521849,-114.45561796426773,True,legacy_diagnostic_only,False
